bench, mem, temp, row_size, row_count, col_width, cycles, res.l1_references, res.l1_refills, res.l2_references, res.l2_refills, res.inst_retired
q1, d, -, 200, 56679, 37, 1561692, 3419289, 54431, 278970, 133205, 11305377
q1,  r,  c,  200, 56679,  37, 983460, 3290052, 1056, 66198, 32842, 10523908
q1, d, -, 200, 56679, 37, 1565000, 3419229, 54185, 278752, 133031, 11305417
q1,  r,  c,  200, 56679,  37, 979820, 3290242, 760, 66037, 32811, 10524679
q1, d, -, 200, 56679, 37, 1556662, 3419227, 53741, 280628, 133958, 11305363
q1,  r,  c,  200, 56679,  37, 973503, 3290876, 636, 65896, 32807, 10525136
q1, d, -, 200, 56679, 37, 1544832, 3419240, 52897, 279913, 134140, 11305385
q1,  r,  c,  200, 56679,  37, 973210, 3290153, 695, 66064, 32845, 10524239
q1, d, -, 200, 56679, 37, 1538479, 3419311, 53132, 281335, 133948, 11305512
q1,  r,  c,  200, 56679,  37, 996821, 3290776, 1968, 66618, 32828, 10524902
q1, d, -, 200, 56679, 37, 1562712, 3419257, 55405, 277476, 132443, 11305301
q1,  r,  c,  200, 56679,  37, 975679, 3290058, 682, 66035, 32818, 10524554
q1, d, -, 200, 56679, 37, 1548789, 3418613, 52728, 279247, 133837, 11304726
q1,  r,  c,  200, 56679,  37, 972897, 3290816, 652, 65896, 32839, 10525117
q1, d, -, 200, 56679, 37, 1558061, 3418625, 52304, 280117, 134218, 11304604
q1,  r,  c,  200, 56679,  37, 1025348, 3290896, 3774, 67445, 32850, 10525336
q1, d, -, 200, 56679, 37, 1555679, 3418581, 53518, 278463, 133327, 11304580
q1,  r,  c,  200, 56679,  37, 971966, 3289942, 659, 65935, 32841, 10523642
q1, d, -, 200, 56679, 37, 1549414, 3418593, 53436, 279033, 133663, 11304653
q1,  r,  c,  200, 56679,  37, 974096, 3290807, 741, 66071, 32819, 10525282
q1, d, -, 200, 56679, 37, 1542414, 3419213, 52811, 279234, 133777, 11305268
q1,  r,  c,  200, 56679,  37, 985743, 3290205, 729, 66149, 32833, 10524575
q1, d, -, 200, 56679, 37, 1561760, 3418625, 53188, 277798, 133155, 11304799
q1,  r,  c,  200, 56679,  37, 973230, 3290114, 663, 65985, 32826, 10524367
q1, d, -, 200, 56679, 37, 1544841, 3418548, 52375, 279256, 133903, 11304550
q1,  r,  c,  200, 56679,  37, 973679, 3290001, 664, 65943, 32836, 10524401
q1, d, -, 200, 56679, 37, 1564464, 3418571, 53807, 278401, 133601, 11304671
q1,  r,  c,  200, 56679,  37, 989515, 3290052, 1064, 66462, 32839, 10524600
q1, d, -, 200, 56679, 37, 1569521, 3419156, 54330, 279006, 133280, 11305151
q1,  r,  c,  200, 56679,  37, 975205, 3290804, 731, 65960, 32846, 10524780
q1, d, -, 200, 56679, 37, 1545614, 3418632, 52744, 278849, 133746, 11304752
q1,  r,  c,  200, 56679,  37, 1025334, 3290753, 3865, 67564, 32851, 10525086
q1, d, -, 200, 56679, 37, 1537851, 3418659, 52034, 280429, 134532, 11304917
q1,  r,  c,  200, 56679,  37, 1003368, 3290838, 1233, 66603, 32852, 10525065
q1, d, -, 200, 56679, 37, 1548489, 3418578, 52748, 279019, 133782, 11304880
q1,  r,  c,  200, 56679,  37, 971937, 3290222, 666, 65940, 32840, 10524564
q1, d, -, 200, 56679, 37, 1550664, 3419242, 53727, 280731, 133522, 11305288
q1,  r,  c,  200, 56679,  37, 1003362, 3290852, 2445, 66809, 32848, 10525252
q1, d, -, 200, 56679, 37, 1547791, 3418608, 52518, 279875, 134271, 11304866
q1,  r,  c,  200, 56679,  37, 978240, 3290244, 682, 66034, 32816, 10524858
q1, d, -, 200, 56679, 37, 1561419, 3419232, 53852, 280360, 133814, 11305364
q1,  r,  c,  200, 56679,  37, 976627, 3289795, 693, 66078, 32851, 10523370
q1, d, -, 200, 56679, 37, 1553660, 3419275, 54136, 279713, 133590, 11305327
q1,  r,  c,  200, 56679,  37, 972518, 3290927, 646, 65935, 32838, 10525236
q1, d, -, 200, 56679, 37, 1541780, 3418614, 52619, 279522, 134050, 11304737
q1,  r,  c,  200, 56679,  37, 986750, 3289920, 696, 66060, 32817, 10523927
q1, d, -, 200, 56679, 37, 1542309, 3419332, 53315, 280748, 133572, 11305445
q1,  r,  c,  200, 56679,  37, 1009939, 3290997, 3042, 67210, 32828, 10525479
q1, d, -, 200, 56679, 37, 1560306, 3419195, 54124, 278120, 133142, 11305214
q1,  r,  c,  200, 56679,  37, 975206, 3290904, 690, 66032, 32827, 10525162
q1, d, -, 200, 56679, 37, 1558033, 3418549, 53609, 278355, 133791, 11304618
q1,  r,  c,  200, 56679,  37, 972533, 3290148, 681, 66029, 32844, 10524441
q1, d, -, 200, 56679, 37, 1545793, 3419241, 52973, 280046, 133989, 11305405
q1,  r,  c,  200, 56679,  37, 974944, 3290716, 681, 66010, 32835, 10524741
q1, d, -, 200, 56679, 37, 1575298, 3418517, 53852, 277977, 133484, 11304559
q1,  r,  c,  200, 56679,  37, 974466, 3290952, 838, 66041, 32829, 10525301
q1, d, -, 200, 56679, 37, 1555297, 3418589, 53863, 278405, 133499, 11304660
q1,  r,  c,  200, 56679,  37, 975662, 3290982, 694, 66091, 32849, 10525573
q1, d, -, 200, 56679, 37, 1556396, 3419118, 54027, 278202, 133077, 11305225
q1,  r,  c,  200, 56679,  37, 988422, 3290860, 1382, 66432, 32837, 10525080
q1, c, -, 200, 56679, 37, 1233416, 3584080, 10899, 70518, 32846, 11714235
q1, c, -, 200, 56679, 37, 1239149, 3584180, 10994, 70465, 32866, 11714071
q1, c, -, 200, 56679, 37, 1274319, 3583566, 10879, 122472, 32849, 11711149
q1, c, -, 200, 56679, 37, 1274858, 3583659, 11273, 123137, 32850, 11711142
q1, c, -, 200, 56679, 37, 1276257, 3583692, 11017, 122806, 32833, 11711162
q1, c, -, 200, 56679, 37, 1233008, 3585799, 10849, 70142, 32827, 11713024
q1, c, -, 200, 56679, 37, 1233210, 3584767, 10686, 69935, 32863, 11711890
q1, c, -, 200, 56679, 37, 1244253, 3583144, 10977, 70385, 32856, 11713154
q1, c, -, 200, 56679, 37, 1237559, 3583017, 11092, 70490, 32817, 11713125
q1, c, -, 200, 56679, 37, 1279134, 3583637, 11056, 123004, 32844, 11711029
q1, c, -, 200, 56679, 37, 1234724, 3584425, 10909, 70324, 32846, 11711819
q1, c, -, 200, 56679, 37, 1235204, 3585852, 10833, 70182, 32826, 11713039
q1, c, -, 200, 56679, 37, 1237314, 3584106, 10853, 70329, 32841, 11714255
q1, c, -, 200, 56679, 37, 1276905, 3583872, 11027, 122621, 32850, 11711292
q1, c, -, 200, 56679, 37, 1236772, 3584020, 11066, 70401, 32819, 11714216
q1, c, -, 200, 56679, 37, 1245770, 3584187, 11047, 70715, 32864, 11714128
q1, c, -, 200, 56679, 37, 1277426, 3583747, 11032, 122506, 32847, 11711165
q1, c, -, 200, 56679, 37, 1235051, 3583005, 10737, 70020, 32845, 11713117
q1, c, -, 200, 56679, 37, 1273992, 3583715, 11001, 122768, 32823, 11711168
q1, c, -, 200, 56679, 37, 1274792, 3583713, 10726, 122298, 32858, 11711104
q1, c, -, 200, 56679, 37, 1277198, 3583621, 10898, 122674, 32854, 11711053
q1, c, -, 200, 56679, 37, 1236438, 3582994, 10883, 70198, 32829, 11713098
q1, c, -, 200, 56679, 37, 1234563, 3582965, 10800, 70199, 32849, 11713072
q1, c, -, 200, 56679, 37, 1234364, 3582934, 10982, 70435, 32842, 11713001
q1, c, -, 200, 56679, 37, 1235010, 3585785, 10783, 70186, 32843, 11712941
q1, c, -, 200, 56679, 37, 1238452, 3585880, 10994, 70601, 32847, 11712961
q1, c, -, 200, 56679, 37, 1237881, 3582984, 10758, 70226, 32834, 11713099
q1, c, -, 200, 56679, 37, 1235517, 3582866, 10871, 70243, 32854, 11712962
q1, c, -, 200, 56679, 37, 1236986, 3584087, 11005, 70280, 32853, 11714246
q1, c, -, 200, 56679, 37, 1235975, 3584068, 11051, 70618, 32831, 11714198
q1, d, -, 200, 113358, 37, 3074045, 6831026, 106391, 561637, 267875, 22580769
q1,  r,  c,  200, 113358,  37, 1957528, 6573037, 1461, 132258, 65697, 21020702
q1, d, -, 200, 113358, 37, 3099551, 6829556, 107044, 559212, 267523, 22579297
q1,  r,  c,  200, 113358,  37, 1948265, 6574169, 1357, 131988, 65663, 21021143
q1, d, -, 200, 113358, 37, 3095338, 6829603, 105537, 557592, 267710, 22579169
q1,  r,  c,  200, 113358,  37, 1962524, 6572977, 1477, 132348, 65694, 21020786
q1, d, -, 200, 113358, 37, 3096434, 6829532, 106741, 556070, 266942, 22579218
q1,  r,  c,  200, 113358,  37, 1966520, 6573729, 1425, 132188, 65685, 21021341
q1, d, -, 200, 113358, 37, 3090714, 6830879, 106765, 560497, 267355, 22580639
q1,  r,  c,  200, 113358,  37, 1956066, 6573666, 1408, 132276, 65653, 21021069
q1, d, -, 200, 113358, 37, 3077740, 6829592, 105338, 559458, 268347, 22579429
q1,  r,  c,  200, 113358,  37, 1953477, 6573549, 1365, 131995, 65670, 21021002
q1, d, -, 200, 113358, 37, 3088248, 6829494, 104906, 559269, 268253, 22579191
q1,  r,  c,  200, 113358,  37, 1951313, 6573917, 1411, 132138, 65666, 21021965
q1, d, -, 200, 113358, 37, 3097942, 6831003, 105499, 559694, 268104, 22580657
q1,  r,  c,  200, 113358,  37, 1949096, 6574261, 1330, 132080, 65654, 21021470
q1, d, -, 200, 113358, 37, 3107029, 6829549, 106675, 557553, 267430, 22579381
q1,  r,  c,  200, 113358,  37, 1948046, 6573764, 1396, 132090, 65669, 21021387
q1, d, -, 200, 113358, 37, 3092167, 6830890, 107461, 559496, 266797, 22580590
q1,  r,  c,  200, 113358,  37, 1953025, 6574623, 1351, 132113, 65680, 21022745
q1, d, -, 200, 113358, 37, 3110042, 6829488, 106293, 557046, 267671, 22579245
q1,  r,  c,  200, 113358,  37, 1963527, 6573917, 1999, 132431, 65704, 21021727
q1, d, -, 200, 113358, 37, 3109939, 6829568, 105956, 558751, 267835, 22579416
q1,  r,  c,  200, 113358,  37, 1977835, 6573699, 1399, 132078, 65668, 21021792
q1, d, -, 200, 113358, 37, 3131652, 6830818, 108333, 555544, 266224, 22580746
q1,  r,  c,  200, 113358,  37, 1970224, 6574471, 2364, 132585, 65680, 21022379
q1, d, -, 200, 113358, 37, 3089878, 6830982, 104603, 559989, 268099, 22580790
q1,  r,  c,  200, 113358,  37, 2018148, 6573636, 5243, 133915, 65710, 21021132
q1, d, -, 200, 113358, 37, 3132188, 6830713, 107280, 556204, 266841, 22580228
q1,  r,  c,  200, 113358,  37, 1949134, 6573639, 1367, 131962, 65643, 21021650
q1, d, -, 200, 113358, 37, 3078727, 6829553, 105356, 558522, 267945, 22579416
q1,  r,  c,  200, 113358,  37, 1959182, 6574080, 1525, 132155, 65649, 21021025
q1, d, -, 200, 113358, 37, 3089955, 6829612, 105417, 557499, 267515, 22579335
q1,  r,  c,  200, 113358,  37, 1956287, 6574276, 1445, 132158, 65690, 21022244
q1, d, -, 200, 113358, 37, 3141805, 6830688, 109019, 553529, 265361, 22580428
q1,  r,  c,  200, 113358,  37, 1979822, 6572998, 2562, 132778, 65654, 21020696
q1, d, -, 200, 113358, 37, 3097857, 6830904, 106813, 559276, 267529, 22580645
q1,  r,  c,  200, 113358,  37, 1944792, 6573443, 1368, 131981, 65676, 21020469
q1, d, -, 200, 113358, 37, 3080150, 6829555, 105554, 559307, 268186, 22579273
q1,  r,  c,  200, 113358,  37, 1995585, 6573035, 4511, 133555, 65661, 21020696
q1, d, -, 200, 113358, 37, 3087632, 6830891, 106189, 557124, 267135, 22580733
q1,  r,  c,  200, 113358,  37, 1945984, 6573126, 1408, 132130, 65690, 21021177
q1, d, -, 200, 113358, 37, 3086925, 6829556, 105304, 559125, 268429, 22579474
q1,  r,  c,  200, 113358,  37, 1985575, 6573982, 3666, 132483, 65658, 21022186
q1, d, -, 200, 113358, 37, 3099659, 6830819, 107696, 558803, 267204, 22580523
q1,  r,  c,  200, 113358,  37, 1949104, 6573129, 1356, 131950, 65652, 21020874
q1, d, -, 200, 113358, 37, 3076491, 6829646, 103970, 559975, 268803, 22579391
q1,  r,  c,  200, 113358,  37, 1952695, 6573601, 1357, 132030, 65688, 21021444
q1, d, -, 200, 113358, 37, 3097755, 6829612, 105937, 559607, 267732, 22579462
q1,  r,  c,  200, 113358,  37, 1951748, 6574806, 1472, 132174, 65665, 21022706
q1, d, -, 200, 113358, 37, 3124611, 6829413, 108879, 554873, 265893, 22579261
q1,  r,  c,  200, 113358,  37, 1951288, 6573630, 1410, 132102, 65701, 21021420
q1, d, -, 200, 113358, 37, 3099823, 6829695, 106144, 561008, 268519, 22579364
q1,  r,  c,  200, 113358,  37, 1964334, 6574484, 2309, 132566, 65690, 21022229
q1, d, -, 200, 113358, 37, 3085179, 6829650, 104823, 558093, 267951, 22579431
q1,  r,  c,  200, 113358,  37, 1947171, 6573644, 1343, 132000, 65665, 21021458
q1, d, -, 200, 113358, 37, 3085402, 6830905, 105777, 557891, 267429, 22580658
q1,  r,  c,  200, 113358,  37, 1971802, 6574327, 2719, 132686, 65667, 21021917
q1, d, -, 200, 113358, 37, 3097083, 6830847, 107428, 558052, 266743, 22580627
q1,  r,  c,  200, 113358,  37, 1983282, 6574403, 3315, 133082, 65657, 21022246
q1, c, -, 200, 113358, 37, 2466549, 7163978, 22308, 141155, 65714, 23395877
q1, c, -, 200, 113358, 37, 2464670, 7161896, 21750, 140367, 65702, 23393644
q1, c, -, 200, 113358, 37, 2558926, 7159794, 21967, 244887, 65689, 23392259
q1, c, -, 200, 113358, 37, 2462789, 7158702, 22174, 140568, 65686, 23396412
q1, c, -, 200, 113358, 37, 2471646, 7161870, 22022, 140727, 65676, 23393716
q1, c, -, 200, 113358, 37, 2458550, 7158407, 21663, 140049, 65676, 23396334
q1, c, -, 200, 113358, 37, 2468547, 7161951, 21684, 140457, 65717, 23393792
q1, c, -, 200, 113358, 37, 2456967, 7161761, 22282, 141074, 65670, 23393657
q1, c, -, 200, 113358, 37, 2459173, 7161731, 22118, 140736, 65676, 23393660
q1, c, -, 200, 113358, 37, 2470470, 7164043, 22220, 140839, 65674, 23395790
q1, c, -, 200, 113358, 37, 2468330, 7161523, 21789, 140324, 65668, 23393505
q1, c, -, 200, 113358, 37, 2456066, 7161819, 22051, 140619, 65681, 23393650
q1, c, -, 200, 113358, 37, 2455866, 7162007, 21719, 140164, 65668, 23393780
q1, c, -, 200, 113358, 37, 2530654, 7159611, 22004, 244298, 65661, 23392209
q1, c, -, 200, 113358, 37, 2468979, 7161934, 22159, 141091, 65682, 23393676
q1, c, -, 200, 113358, 37, 2472413, 7161731, 22144, 140796, 65684, 23393639
q1, c, -, 200, 113358, 37, 2468802, 7160888, 21856, 140292, 65699, 23398776
q1, c, -, 200, 113358, 37, 2465714, 7161876, 21880, 140551, 65692, 23393611
q1, c, -, 200, 113358, 37, 2466346, 7161833, 21527, 139853, 65675, 23393668
q1, c, -, 200, 113358, 37, 2467314, 7158608, 21974, 140527, 65672, 23396480
q1, c, -, 200, 113358, 37, 2469599, 7161638, 22114, 140549, 65694, 23393664
q1, c, -, 200, 113358, 37, 2533698, 7159609, 21530, 243334, 65678, 23392026
q1, c, -, 200, 113358, 37, 2473368, 7160949, 21954, 140709, 65706, 23398696
q1, c, -, 200, 113358, 37, 2535380, 7158920, 22063, 243872, 65665, 23391926
q1, c, -, 200, 113358, 37, 2465549, 7160914, 21728, 140103, 65699, 23398646
q1, c, -, 200, 113358, 37, 2543815, 7159262, 21918, 243886, 65686, 23392140
q1, c, -, 200, 113358, 37, 2468797, 7158577, 22221, 140994, 65689, 23396354
q1, c, -, 200, 113358, 37, 2468431, 7163654, 22159, 141104, 65657, 23395682
q1, c, -, 200, 113358, 37, 2470768, 7160894, 21931, 140712, 65670, 23398696
q1, c, -, 200, 113358, 37, 2466749, 7163952, 21928, 140463, 65687, 23395756
q1, d, -, 200, 226716, 37, 6228621, 13658167, 218744, 1116262, 532386, 45147106
q1,  r,  c,  200, 226716,  37, 3926886, 13143154, 4175, 265061, 131355, 42029021
q1, d, -, 200, 226716, 37, 6199637, 13655649, 212585, 1114533, 534218, 45144603
q1,  r,  c,  200, 226716,  37, 3910905, 13144100, 2827, 264257, 131360, 42029686
q1, d, -, 200, 226716, 37, 6194223, 13655606, 211974, 1116869, 535413, 45144721
q1,  r,  c,  200, 226716,  37, 3948725, 13143669, 4972, 265383, 131350, 42028473
q1, d, -, 200, 226716, 37, 6196053, 13655430, 214101, 1113961, 533890, 45144320
q1,  r,  c,  200, 226716,  37, 3938616, 13145793, 4703, 264916, 131359, 42031859
q1, d, -, 200, 226716, 37, 6229712, 13658014, 217152, 1119663, 534249, 45146767
q1,  r,  c,  200, 226716,  37, 3898679, 13144219, 2712, 263949, 131348, 42029317
q1, d, -, 200, 226716, 37, 6161397, 13655628, 208579, 1116932, 536423, 45144905
q1,  r,  c,  200, 226716,  37, 3922858, 13143353, 4330, 264933, 131331, 42029191
q1, d, -, 200, 226716, 37, 6191940, 13655676, 212023, 1115230, 535036, 45144737
q1,  r,  c,  200, 226716,  37, 3933388, 13143163, 4298, 264847, 131365, 42028626
q1, d, -, 200, 226716, 37, 6245706, 13655429, 215114, 1117800, 534852, 45144951
q1,  r,  c,  200, 226716,  37, 3928955, 13143466, 4760, 264983, 131342, 42029409
q1, d, -, 200, 226716, 37, 6172358, 13658043, 215817, 1120620, 533688, 45147361
q1,  r,  c,  200, 226716,  37, 3921029, 13145313, 4383, 265033, 131361, 42031490
q1, d, -, 200, 226716, 37, 6180680, 13658059, 214022, 1116544, 534297, 45146962
q1,  r,  c,  200, 226716,  37, 3907434, 13145123, 2929, 264252, 131354, 42031407
q1, d, -, 200, 226716, 37, 6225697, 13657880, 215769, 1109671, 532980, 45146963
q1,  r,  c,  200, 226716,  37, 3919247, 13144003, 2970, 264362, 131341, 42029334
q1, d, -, 200, 226716, 37, 6177746, 13655542, 212546, 1117117, 535412, 45144466
q1,  r,  c,  200, 226716,  37, 3933890, 13143483, 4557, 264921, 131360, 42028455
q1, d, -, 200, 226716, 37, 6206427, 13658106, 216064, 1118919, 533432, 45147437
q1,  r,  c,  200, 226716,  37, 3926895, 13143451, 5091, 265179, 131408, 42029195
q1, d, -, 200, 226716, 37, 6142802, 13655646, 209563, 1117284, 536247, 45144675
q1,  r,  c,  200, 226716,  37, 3896460, 13145018, 2766, 264087, 131363, 42030397
q1, d, -, 200, 226716, 37, 6214462, 13658012, 215695, 1108087, 531340, 45146923
q1,  r,  c,  200, 226716,  37, 3917004, 13142749, 4249, 264687, 131328, 42028391
q1, d, -, 200, 226716, 37, 6208012, 13658151, 215031, 1119642, 535124, 45147228
q1,  r,  c,  200, 226716,  37, 3929036, 13144266, 5285, 265156, 131365, 42029647
q1, d, -, 200, 226716, 37, 6194329, 13655483, 213241, 1110977, 533956, 45144467
q1,  r,  c,  200, 226716,  37, 3916519, 13144858, 3575, 264371, 131335, 42030945
q1, d, -, 200, 226716, 37, 6135738, 13655951, 209628, 1119568, 536796, 45145217
q1,  r,  c,  200, 226716,  37, 3961077, 13142724, 5936, 265741, 131368, 42028676
q1, d, -, 200, 226716, 37, 6222394, 13655409, 216431, 1108999, 532875, 45144377
q1,  r,  c,  200, 226716,  37, 3933380, 13143720, 3709, 264806, 131369, 42029688
q1, d, -, 200, 226716, 37, 6160886, 13655484, 211140, 1113381, 534414, 45144564
q1,  r,  c,  200, 226716,  37, 3899247, 13145223, 2850, 264076, 131348, 42031770
q1, d, -, 200, 226716, 37, 6182603, 13658108, 214875, 1117936, 533499, 45147090
q1,  r,  c,  200, 226716,  37, 3923536, 13144831, 5005, 265082, 131397, 42030152
q1, d, -, 200, 226716, 37, 6169769, 13655457, 211518, 1112602, 534328, 45144568
q1,  r,  c,  200, 226716,  37, 3902698, 13144331, 3301, 264261, 131376, 42030268
q1, d, -, 200, 226716, 37, 6165313, 13655496, 210572, 1115343, 535831, 45144476
q1,  r,  c,  200, 226716,  37, 3957671, 13143764, 6435, 265927, 131360, 42028582
q1, d, -, 200, 226716, 37, 6148813, 13655874, 208409, 1117721, 536840, 45144971
q1,  r,  c,  200, 226716,  37, 3932781, 13145752, 4836, 265090, 131347, 42032289
q1, d, -, 200, 226716, 37, 6153400, 13658369, 211593, 1122751, 536831, 45147495
q1,  r,  c,  200, 226716,  37, 3957060, 13142852, 5834, 265622, 131367, 42028954
q1, d, -, 200, 226716, 37, 6161704, 13658061, 212061, 1119760, 535680, 45147028
q1,  r,  c,  200, 226716,  37, 3949238, 13143337, 6079, 265230, 131336, 42028903
q1, d, -, 200, 226716, 37, 6169077, 13655452, 211254, 1114004, 535036, 45144670
q1,  r,  c,  200, 226716,  37, 3920631, 13143469, 4360, 264778, 131332, 42029549
q1, d, -, 200, 226716, 37, 6215939, 13657953, 216730, 1113779, 532557, 45146953
q1,  r,  c,  200, 226716,  37, 3901107, 13142683, 2856, 264200, 131281, 42028626
q1, d, -, 200, 226716, 37, 6219655, 13658053, 214517, 1116751, 534658, 45147320
q1,  r,  c,  200, 226716,  37, 4002603, 13144110, 9239, 266682, 131351, 42029218
q1, d, -, 200, 226716, 37, 6147068, 13658249, 209491, 1116763, 535440, 45147649
q1,  r,  c,  200, 226716,  37, 3912264, 13144577, 2896, 264362, 131357, 42030289
q1, c, -, 200, 226716, 37, 4923816, 14318162, 43974, 280782, 131370, 46783025
q1, c, -, 200, 226716, 37, 4933693, 14314030, 43353, 280132, 131363, 46778870
q1, c, -, 200, 226716, 37, 4931009, 14324054, 44414, 281950, 131396, 46777215
q1, c, -, 200, 226716, 37, 4926856, 14319768, 43133, 279844, 131356, 46773024
q1, c, -, 200, 226716, 37, 4934503, 14318132, 43662, 280408, 131350, 46772452
q1, c, -, 200, 226716, 37, 5086124, 14315613, 44558, 489501, 131380, 46770197
q1, c, -, 200, 226716, 37, 4927112, 14323905, 43763, 280858, 131376, 46777237
q1, c, -, 200, 226716, 37, 5081783, 14315514, 44369, 489434, 131351, 46770140
q1, c, -, 200, 226716, 37, 4917100, 14323752, 43915, 281440, 131379, 46777464
q1, c, -, 200, 226716, 37, 4921584, 14313732, 43555, 280242, 131381, 46778679
q1, c, -, 200, 226716, 37, 4925517, 14318109, 44135, 281306, 131360, 46783050
q1, c, -, 200, 226716, 37, 5075074, 14315552, 43534, 487498, 131363, 46770189
q1, c, -, 200, 226716, 37, 4925251, 14318054, 44025, 280807, 131382, 46783014
q1, c, -, 200, 226716, 37, 5076449, 14315402, 43933, 488100, 131388, 46770016
q1, c, -, 200, 226716, 37, 4928445, 14319658, 43893, 280892, 131382, 46773223
q1, c, -, 200, 226716, 37, 4928630, 14323990, 44015, 281178, 131367, 46777306
q1, c, -, 200, 226716, 37, 4916038, 14313612, 43333, 280263, 131361, 46778749
q1, c, -, 200, 226716, 37, 4913818, 14320033, 43327, 279712, 131375, 46773220
q1, c, -, 200, 226716, 37, 5073979, 14315644, 44417, 487809, 131363, 46770371
q1, c, -, 200, 226716, 37, 4928400, 14318003, 44507, 282225, 131364, 46783114
q1, c, -, 200, 226716, 37, 5084785, 14315280, 45585, 491338, 131366, 46770146
q1, c, -, 200, 226716, 37, 4922893, 14317947, 44010, 281029, 131361, 46782954
q1, c, -, 200, 226716, 37, 4920620, 14318273, 44163, 281287, 131361, 46783132
q1, c, -, 200, 226716, 37, 5064645, 14315288, 43353, 487370, 131364, 46770034
